vac,verb,item,child_id,last_obs,first_age,event,time
VL,go,VL|go,134000000001,62.394250513347025,27.13141683778234,1,27.13141683778234
VL,go,VL|go,134000000012,27.0,21.0,1,21.0
VL,go,VL|go,134000000019,61.19712525667351,30.657084188911703,1,30.657084188911703
VL,go,VL|go,184000000001,49.591375770020534,31.262833675564682,1,31.262833675564682
VL,go,VL|go,184000000008,54.16427104722793,44.8870636550308,1,44.8870636550308
VL,go,VL|go,184000000016,52.492813141683776,52.492813141683776,1,52.492813141683776
VL,go,VL|go,184000000019,48.36139630390144,40.0,1,40.0
VL,go,VL|go,184000000023,50.09856262833676,24.32854209445585,1,24.32854209445585
VL,go,VL|go,184000000033,52.03285420944559,45.36139630390144,1,45.36139630390144
VL,go,VL|go,184000000037,43.98562628336756,43.98562628336756,1,43.98562628336756
VL,go,VL|go,184000000040,52.62422997946612,31.657084188911703,1,31.657084188911703
VL,go,VL|go,184000000051,38.09856262833676,32.98562628336756,1,32.98562628336756
VL,go,VL|go,184000000054,30.32854209445585,,0,30.32854209445585
VL,go,VL|go,184000000060,53.13141683778234,41.394250513347025,1,41.394250513347025
VL,go,VL|go,198000000001,56.0,20.8870636550308,1,20.8870636550308
VL,go,VL|go,198000000021,60.78850102669404,29.919917864476385,1,29.919917864476385
VL,go,VL|go,198000000034,59.06570841889117,24.098562628336754,1,24.098562628336754
VL,go,VL|go,198000000044,58.19712525667351,18.06570841889117,1,18.06570841889117
VL,go,VL|go,198000000060,47.91991786447639,23.82135523613963,1,23.82135523613963
VL,go,VL|go,198000000068,57.72279260780287,23.95277207392197,1,23.95277207392197
VL,go,VL|go,198000000095,60.09856262833676,20.75564681724846,1,20.75564681724846
VL,go,VL|go,198000000103,58.26283367556468,30.098562628336754,1,30.098562628336754
VL,go,VL|go,198000000114,57.0,21.06570841889117,1,21.06570841889117
VL,go,VL|go,198000000128,57.591375770020534,36.19712525667351,1,36.19712525667351
VL,go,VL|go,198000000140,59.72279260780287,33.13141683778234,1,33.13141683778234
VL,go,VL|go,198000000151,57.16427104722793,20.95277207392197,1,20.95277207392197
VL,go,VL|go,198000000162,58.09856262833676,33.0,1,33.0
VL,go,VL|go,198000000177,56.13141683778234,29.0,1,29.0
VL,go,VL|go,198000000184,57.03285420944559,29.427104722792606,1,29.427104722792606
VL,go,VL|go,198000000197,60.62422997946612,21.0,1,21.0
VL,go,VL|go,198000000213,55.459958932238195,23.95277207392197,1,23.95277207392197
VL,go,VL|go,198000000221,42.06570841889117,30.098562628336754,1,30.098562628336754
VL,go,VL|go,198000000244,41.95277207392197,41.95277207392197,1,41.95277207392197
VL,go,VL|go,198000000250,41.91991786447639,24.262833675564682,1,24.262833675564682
VL,go,VL|go,198000000258,39.09856262833676,18.06570841889117,1,18.06570841889117
VL,go,VL|go,198000000271,42.03285420944559,36.06570841889117,1,36.06570841889117
VL,go,VL|go,198000000287,41.8870636550308,27.0,1,27.0
VL,go,VL|go,198000000298,41.72279260780287,27.164271047227928,1,27.164271047227928
VL,go,VL|go,198000000312,41.85420944558521,23.8870636550308,1,23.8870636550308
VL,go,VL|go,198000000334,42.36139630390144,36.0,1,36.0
VL,go,VL|go,198000000348,42.36139630390144,23.985626283367555,1,23.985626283367555
VL,go,VL|go,198000000366,18.361396303901437,,0,18.361396303901437
VL,go,VL|go,198000000374,42.82135523613963,,0,42.82135523613963
VL,go,VL|go,198000000383,41.72279260780287,21.032854209445585,1,21.032854209445585
VL,go,VL|go,198000000394,41.98562628336756,26.985626283367555,1,26.985626283367555
